"paper_id","conceito_extraido","termo_original","definicao_ou_achado","eixo_conceitual","tipo_ontologico","sugestao_owl","relacoes","instrumento_ou_metrica","prejuizo_ou_efeito","tipo_de_evidencia","suporte_no_artigo","observacoes"
"P016","Limites metodologicos da sobreposicao PSU-PSMU","cross-sectional design; multicollinearity; construct validity; preferred device","A revisao destaca que 12 de 13 estudos eram transversais, poucos testaram multicolinearidade, medidas de PSU e PSMU usam criterios addiction-like similares e poucos estudos informaram o dispositivo preferido para acessar redes sociais.","metodologia; instrumentos e metricas; delimitacao conceitual","lacuna_de_evidencia","EVIDENCE_LIMITATION: PSUPSMUOverlapMethodologicalLimitation candidateBroaderType ResearchLimitation","limitsCausalInferenceFor PSUPSMUAssociation; concerns CrossSectionalEvidence; concerns MeasurementOverlap; concerns Multicollinearity; requires PreferredDeviceData; requires SharedConstructValidityCriteria","SAS; SAS-SV; Social Media Disorder Scale; adapted app-specific scales","risco de inflar associacoes por sobreposicao de itens/criterios","limitacoes e cautelas metodologicas em revisao sistematica","Methods of Assessing PSU and PSMU; Association Between PSU and PSMU; Conclusions","Gate anti-equivalencia: associacao alta pode refletir meio comum e criterios semelhantes, nao um unico constructo."
"P019","Qualidade de vida e qualidade de vida relacionada a saude","quality of life; health-related quality of life; QOL; HRQOL","A revisao trata QOL/HRQOL como desfechos multidimensionais para avaliar consequencias funcionais de PIU e PSU, incluindo dominios fisicos, psicologicos, sociais, escolares, ambientais e satisfacao com a vida.","prejuizo e bem-estar digital; instrumentos e metricas","dimensao_de_prejuizo","CANDIDATE_HARM_DIMENSION: QualityOfLife candidateBroaderType FunctionalOutcome","outcomeOfInterestFor ProblematicSmartphoneUse; includes PhysicalHealth; includes PsychologicalHealth; includes SocialRelations; includes SchoolPerformance; includes EnvironmentalQuality; includes LifeSatisfaction","WHOQOL; PedsQL; SF-12; KIDSCREEN; QOL/HRQOL instruments","menor qualidade de vida; pior saude fisica e psicologica","revisao sistematica e avaliacao de instrumentos","Purpose of Review; Measurement Instruments Used to Assess QOL or HRQOL; Discussion","Usar QOL/HRQOL como desfecho funcional amplo, nao como sintoma de PSU."
"P019","PSU associado a pior QOL ou HRQOL","PSU negatively correlated with QOL or HRQOL","Nos 11 estudos de PSU retidos, todos reportaram correlacao negativa entre PSU e QOL/HRQOL; estudos com dominios da WHOQOL indicaram correlacoes negativas em todos os dominios avaliados, com dominio psicologico frequentemente mais afetado.","prejuizo e bem-estar digital; uso problematico de smartphone","achado_empirico","EVIDENCE_STATEMENT: PSUQualityOfLifeNegativeAssociation candidateBroaderType AssociationFinding","ProblematicSmartphoneUse negativelyAssociatedWith QualityOfLife; negativelyAssociatedWith HealthRelatedQualityOfLife; especiallyConcerns PsychologicalHealth; concerns PhysicalHealth; noCausalDirectionAsserted","WHOQOL; KIDSCREEN-27; SF-12; PSU correlations reported across 11 studies","pior qualidade de vida; pior saude psicologica; pior saude fisica em parte dos estudos","sintese de estudos correlacionais em revisao sistematica","Recent Findings; Relationships Between PSU and QOL or HRQOL; Discussion; Conclusion","Associacao observacional; nao afirmar que PSU causa pior QOL nem que baixa QOL causa PSU."
"P019","Dominios prioritarios de prejuizo em PSU","physical health; psychological health; sleep; loneliness; familial relations","A revisao recomenda que programas de prevencao e instrumentos futuros foquem dominios mais afetados e relevantes para PIU/PSU, especialmente saude fisica e psicologica, sono, solidao e qualidade das relacoes familiares.","prejuizo e bem-estar digital; intervencao; instrumentos e metricas","principio_de_modelagem","MODELING_PRINCIPLE: PSUFunctionalOutcomeDomains","prioritizes PsychologicalHealth; prioritizes PhysicalHealth; includes SleepAndRest; includes Loneliness; includes FamilyRelations; informs PreventionTarget; informs OutcomeAssessment","WHOQOL domain mapping; PedsQL; KIDSCREEN; proposed PIU/PSU-specific QOL domains","sono ruim; solidao; prejuizo psicologico/fisico; relacoes familiares","recomendacao de avaliacao e prevencao baseada em revisao sistematica","Summary; Measurement Instruments Used to Assess QOL or HRQOL; Discussion; Conclusion","Conectar com P006 e P008: QOL organiza prejuizos sem reduzir PSU a tempo de tela."
"P019","Instrumentos recomendados para QOL/HRQOL","WHOQOL; Pediatric Quality of Life Inventory; PedsQL; KIDSCREEN","Entre os instrumentos existentes, WHOQOL para adultos e PedsQL para adolescentes de 13 a 18 anos foram avaliados como os mais relevantes; em estudos de PSU, os instrumentos mais usados foram WHOQOL e KIDSCREEN.","instrumentos e metricas; prejuizo e bem-estar digital","instrumento_psicometrico","CANDIDATE_MEASURE_FAMILY: QualityOfLifeMeasure includes WHOQOL, PedsQL, KIDSCREEN, SF12","measures QualityOfLife; measures HealthRelatedQualityOfLife; WHOQOL suitableFor Adults; PedsQL suitableFor Adolescents; KIDSCREEN usedFor Youth; notSpecificTo ProblematicSmartphoneUse","WHOQOL n=3 in PSU studies; KIDSCREEN n=2 in PSU studies; PedsQL recommended for ages 13-18","NA - nao aplicavel","avaliacao de instrumentos em revisao sistematica","Measurement Instruments Used to Assess QOL or HRQOL; Discussion; Conclusion","Separar instrumento de desfecho; nenhum instrumento identificado foi desenhado especificamente para QOL/HRQOL no contexto PIU/PSU."
"P019","Validade de conteudo em instrumentos QOL/HRQOL para PSU","content validity; instrument heterogeneity; domains covered","Os autores avaliaram validade de conteudo dos instrumentos e encontraram heterogeneidade importante nos dominios cobertos; instrumentos gerais podem deixar de medir aspectos particularmente relevantes para PSU, como solidao e relacoes familiares.","metodologia; instrumentos e metricas","lacuna_de_evidencia","EVIDENCE_LIMITATION: QOLInstrumentContentValidityGap candidateBroaderType MeasurementLimitation","concerns ContentValidity; concerns DomainCoverageHeterogeneity; limitsComparabilityAcrossStudies; requires PIUPSUContextSpecificQOLMeasure; mayMiss Loneliness; mayMiss FamilyRelations","nine validated QOL/HRQOL instruments; ad hoc item sets excluded from main consideration","risco de submedir dominios relevantes de prejuizo funcional","avaliacao critica de instrumentos e validade de conteudo","Data Extraction; Measurement Instruments Used to Assess QOL or HRQOL; Discussion","Importante para auditoria metodologica: medir bem-estar exige cobertura de dominios, nao apenas escore global."
"P019","Limites causais e especificidade de atividades em QOL-PSU","cross-sectional studies; self-selected participants; umbrella constructs; delivery mechanism","A revisao aponta numero limitado de estudos, predominio de desenhos transversais e participantes autoselecionados, falta de amostras representativas/longitudinais e alerta que Internet e smartphone podem funcionar como vetores para atividades online especificas.","metodologia; delimitacao conceitual; prejuizo e bem-estar digital","lacuna_de_evidencia","EVIDENCE_LIMITATION: QOLPSUCausalAndConstructSpecificityLimitation candidateBroaderType ResearchLimitation","limitsCausalInferenceFor PSUQualityOfLifeAssociation; concerns CrossSectionalEvidence; concerns SelfSelectedSamples; requires LongitudinalEvidence; requires RepresentativeSamples; distinguishes MediumFromSpecificOnlineActivity","QOL/HRQOL correlations; PIU/PSU umbrella constructs","risco de atribuir prejuizo ao meio em vez da atividade especifica","limitacoes declaradas pelos autores","Discussion limitations; Conclusion","Conecta P016: smartphone/Internet como delivery mechanism; nao ignorar atividades especificas como redes sociais, jogos ou video."
"P008","Desempenho academico como prejuizo funcional","academic achievement; academic performance","O artigo trata desempenho academico como indicador de aprendizagem, saude de longo prazo e sucesso profissional futuro, usando-o como desfecho funcional potencialmente afetado por PSU.","prejuizo e bem-estar digital; desempenho academico","dimensao_de_prejuizo","CANDIDATE_HARM_DIMENSION: AcademicAchievement candidateBroaderType FunctionalOutcome","functionalOutcomeFor StudentPopulation; relatedTo LearningStatus; relatedTo LongTermHealth; relatedTo FutureProfessionalSuccess; canBeAffectedBy ProblematicSmartphoneUse","GPA; self-reported grades; test scores","desempenho academico reduzido; risco de baixo rendimento escolar","revisao sistematica e meta-analise","Introduction; Description of studies; Practical implications","Modelar como desfecho funcional, nao como sintoma central ou criterio necessario de PSU."
"P008","PSU associado a menor desempenho academico","PSU and academic achievement; pooled effect size","A meta-analise incluiu 33 tamanhos de efeito de 29 estudos com 48.490 participantes e encontrou associacao negativa pequena entre PSU e desempenho academico.","prejuizo e bem-estar digital; uso problematico de smartphone","achado_empirico","EVIDENCE_STATEMENT: PSUAcademicAchievementNegativeAssociation candidateBroaderType AssociationFinding","ProblematicSmartphoneUse negativelyAssociatedWith AcademicAchievement; hasPooledCorrelation -0.110; noCausalDirectionAsserted","random-effects meta-analysis; pooled r -0.110; 33 effect sizes; 29 studies; n=48,490","menor desempenho academico associado a maior PSU","meta-analise de estudos transversais","Abstract Results; PSU and academic achievement; Overall effects","Efeito pequeno, mas relevante como prejuizo funcional; nao afirmar causalidade."
"P008","Populacoes escolares mais jovens como grupo potencialmente vulneravel","elementary and middle school students; primary and secondary school students","O tamanho da associacao entre PSU e desempenho academico tendeu a ser maior em amostras de estudantes de ensino fundamental e medio, sugerindo maior vulnerabilidade potencial de grupos mais jovens.","prejuizo e bem-estar digital; desenvolvimento; intervencao","achado_empirico","EVIDENCE_STATEMENT: YoungerStudentsAcademicPSUVulnerability candidateBroaderType ModeratorFinding","EducationLevel moderates PSUAcademicAchievementAssociation; ElementaryMiddleSchoolSample showsLargerAssociation; candidatePriorityGroupFor Intervention; noCausalDirectionAsserted","meta-regression/moderation by educational level","maior risco relativo de impacto academico em estudantes mais jovens","analise de moderadores em meta-analise","Abstract Results; Moderators of the relationship between PSU and academic achievement; Practical implications","Tratar como indicio de vulnerabilidade, nao como regra universal."
"P008","Mecanismos teoricos entre PSU e desempenho academico","time trade-off; cognitive overload; lack of attention/concentration","O artigo descreve mecanismos teoricos plausiveis para a relacao negativa: competicao de tempo entre smartphone e estudo, alternancia constante entre tarefas academicas e sociais, sobrecarga cognitiva, ineficiencia, falta de atencao/concentracao e menor esforco mental prolongado.","atencao; mecanismos digitais; desempenho academico","mecanismo_proposto","PROPOSED_MECHANISM: SmartphoneUseAcademicInterference candidateBroaderType FunctionalInterferenceMechanism","mayExplain PSUAcademicAchievementAssociation; includes TimeDisplacement; includes TaskSwitching; includes CognitiveOverload; includes AttentionDifficulty; noCausalDirectionAsserted","theoretical synthesis; no direct mechanism meta-analysis","ineficiencia de estudo; reducao de concentracao; interferencia academica","justificativa teorica apoiada por literatura citada","Introduction paragraphs on theoretical negative causal relationship; Discussion Overall effects","Usar como mecanismo candidato, separado do efeito meta-analitico."
"P008","Estrategias educacionais para reduzir PSU academico","disable non-essential notifications; silent mode; parental mediation; physical activity","As implicacoes praticas incluem triagem psicometrica de estudantes em risco, iniciativas educacionais para prevenir PSU e estrategias como substituir parte do tempo de smartphone por atividades saudaveis, desativar notificacoes nao essenciais, usar modo silencioso e orientar pais.","intervencao; desempenho academico; mecanismos digitais","estrategia_de_intervencao","INTERVENTION_STRATEGY: AcademicPSUReductionStrategy candidateBroaderType DigitalWellbeingIntervention","targets ProblematicSmartphoneUse; aimsToImprove AcademicAchievement; uses NotificationManagement; uses ParentalMediation; uses HealthyActivitySubstitution; requires EffectivenessTesting","psychometric screening tests; external informants; notification settings","potencial reducao de baixo rendimento associado a PSU","implicacoes praticas inferidas pelos autores","Practical implications","Nao registrar como intervencao comprovada no artigo; sao recomendacoes a testar."
"P008","Limites metodologicos em PSU-desempenho academico","cross-sectional data; self-reported data; general smartphone use; objective usage data","Todos os dados disponiveis eram transversais; PSU foi baseada exclusivamente em autorrelato sem dados objetivos de uso, nem sempre ficou claro se notas autorrelatadas vinham de evidencias objetivas, e os estudos referiam-se a uso geral de smartphone, nao a apps especificos.","metodologia; instrumentos e metricas; desempenho academico","lacuna_de_evidencia","EVIDENCE_LIMITATION: PSUAcademicAchievementMethodologicalLimitation candidateBroaderType ResearchLimitation","limitsCausalInferenceFor PSUAcademicAchievementAssociation; concerns CrossSectionalEvidence; concerns SelfReportedPSU; concerns SelfReportedGrades; requires ObjectiveUsageData; requires EvidenceBasedGPA; requires AppSpecificAnalysis","PSU self-report scales; GPA; passive objective smartphone usage data proposed","risco de superestimar ou subestimar prejuizo academico","limitacoes declaradas pelos autores","Limitations","Conecta P012 e P016: combinar escalas, dados objetivos e contexto de app antes de inferir mecanismo."
"P007","Prevalencia global de PSU","global pooled PSU prevalence","A meta-analise incluiu 106 artigos, 109 estudos e 97.748 individuos de 2012 a 2022, estimando prevalencia global agregada de PSU de 37,1%.","prevalencia; uso problematico de smartphone; epidemiologia","achado_empirico","EVIDENCE_STATEMENT: GlobalPSUPrevalenceEstimate candidateBroaderType PrevalenceFinding","estimates PrevalenceOfProblematicSmartphoneUse; hasPooledPrevalence 37.1Percent; hasConfidenceInterval 33.5To40.8Percent; noIndividualDiagnosisAsserted","systematic review and meta-analysis; 106 articles; 109 studies; n=97,748; pooled prevalence 37.1%","NA - nao aplicavel","revisao sistematica e meta-analise de prevalencia","PubMed abstract; Crossref abstract","Prevalencia agregada depende de regioes, escalas e criterios; nao tratar como taxa universal fixa."
"P007","Tendencia temporal crescente de PSU","PSU prevalence is growing over time","A prevalencia de PSU apresentou tendencia crescente ao longo do periodo 2012-2022, e essa tendencia permaneceu mesmo diante de variacao por regioes e escalas de mensuracao.","prevalencia; tendencias temporais; epidemiologia","achado_empirico","EVIDENCE_STATEMENT: PSUPrevalenceIncreasingTrend candidateBroaderType TrendFinding","PrevalenceOfProblematicSmartphoneUse increasesOverTime; observedAcross 2012To2022; persistsDespite RegionVariation; persistsDespite ScaleVariation","trend meta-analysis/regression over 2012-2022","crescimento populacional do risco estimado de PSU","meta-analise de tendencia temporal","PubMed abstract; Crossref abstract","Tendencia populacional, nao trajetoria individual; evitar inferir que qualquer pessoa piora com o tempo."
"P007","Variacao de prevalencia por sexo ao longo do tempo","gender difference; males; females","A inclinação da tendencia de prevalencia em homens foi maior que em mulheres; homens inicialmente tinham prevalencia menor, mas a tendencia mudou ate superar a prevalencia feminina.","prevalencia; fatores demograficos; sexo/genero","achado_empirico","EVIDENCE_STATEMENT: PSUPrevalenceGenderTrend candidateBroaderType ModeratorFinding","SexFactor associatedWith PSUPrevalenceTrend; MaleTrendSlopeGreaterThan FemaleTrendSlope; noCausalDirectionAsserted","regression slope of prevalence trend by sex","mudanca temporal em grupo de maior prevalencia estimada","analise de tendencia em meta-analise de prevalencia","PubMed abstract; Crossref abstract","Usar como achado demografico agregado; nao essencializar sexo/genero nem inferir mecanismo causal."
"P007","Crescimento de PSU por faixa etaria","age groups; older age group","A prevalencia de PSU apresentou tendencia crescente em todas as faixas etarias analisadas, com taxa de crescimento mais rapida no grupo de maior idade.","prevalencia; desenvolvimento; fatores demograficos","achado_empirico","EVIDENCE_STATEMENT: PSUPrevalenceAgeTrend candidateBroaderType ModeratorFinding","AgeGroup associatedWith PSUPrevalenceTrend; allAgeGroups showIncreasingTrend; OlderAgeGroup showsFasterGrowth; noCausalDirectionAsserted","trend analysis by age group","ampliacao de prevalencia estimada em diferentes idades","analise de subgrupo/tendencia em meta-analise","PubMed abstract; Crossref abstract","Nao confundir com P008: aqui idade modera prevalencia/tendencia, nao desempenho academico."
"P007","Heterogeneidade por regiao e escala de mensuracao","region difference; scale difference; measurement scales","A prevalencia de PSU variou amplamente entre regioes e escalas de mensuracao, indicando que comparacoes entre paises/culturas e instrumentos devem ser feitas com cautela.","instrumentos e metricas; prevalencia; metodologia","lacuna_de_evidencia","EVIDENCE_LIMITATION: PSUPrevalenceRegionScaleHeterogeneity candidateBroaderType MeasurementLimitation","PrevalenceEstimate variesBy Region; PrevalenceEstimate variesBy MeasurementScale; limits CrossCulturalComparison; limits PooledPrevalenceInterpretation; requires MeasurementStandardization","multiple PSU measurement scales across included studies","risco de estimativas incompatíveis entre estudos","limitacao metodologica inferida da meta-analise de prevalencia","PubMed abstract; Crossref abstract; keywords region difference and scale difference","Linha essencial para auditoria: prevalencia depende de instrumento/corte/país; nao converter escala em diagnostico."
"P007","Necessidade de padronizacao de criterios e ferramentas de medida","unified standard and measurement tools","Os autores concluem que pesquisa e pratica devem considerar diferencas entre paises/culturas e estabelecer padroes unificados e ferramentas de mensuracao para confirmar PSU.","metodologia; instrumentos e metricas; prevalencia","principio_de_modelagem","MODELING_PRINCIPLE: StandardizedPSUMeasurementNeeded","requires UnifiedMeasurementStandard; requires ValidatedPSUTools; supports ComparabilityAcrossStudies; prevents ScaleDiagnosisEquivalence; informs ReviewAuditDecision","standardized PSU measurement tools proposed by authors","melhor comparabilidade epidemiologica e menor risco de classificacao inconsistente","recomendacao metodologica em revisao sistematica/meta-analise","PubMed abstract conclusion; Crossref abstract conclusion","A ontologia deve manter constructo, escala e ponto de corte separados."
